pid,date,Condition,Image,problem_Order,HOO_Position,Simplification,trialElapsedTime,finalNumerator,finalDenominator,true_final_numerator,true_final_denominator,Correct
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,P2.png,12,Left,Yes,21.7359,16.0,15.0,28,15,FALSE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC7.png,13,Right,Yes,20.7641,13.0,10.0,19,10,FALSE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC8.png,14,Right,Yes,31.1119,25.0,21.0,25,21,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC6.png,15,Left,No,37.2593,37.0,30.0,37,30,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC5.png,16,Left,No,71.5238,29.0,18.0,29,18,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC3.png,17,Left,Yes,26.439,89.0,36.0,89,36,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC12.png,18,Right,No,26.3348,73.0,12.0,73,12,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC11.png,19,Right,No,15.1335,19.0,24.0,19,24,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC2.png,20,Left,Yes,83.6286,41.0,21.0,41,21,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC9.png,21,Right,Yes,38.0562,43.0,14.0,43,14,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC4.png,22,Left,No,15.3286,49.0,16.0,49,16,TRUE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC1.png,23,Left,Yes,17.1623,19.0,4.0,29,4,FALSE
wpi617410292957qb07,2025-03-03_14h33.47.753,Congruent,CC10.png,24,Right,No,20.2449,37.0,16.0,37,16,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P1.png,1,Left,Yes,16.0206,31.0,20.0,31,20,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P11.png,2,Right,No,19.7576,23.0,18.0,23,18,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P2.png,3,Left,Yes,27.0545,112.0,60.0,28,15,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P12.png,4,Right,No,16.9333,51.0,28.0,51,28,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P9.png,5,Right,Yes,37.1292,105.0,21.0,33,14,FALSE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P6.png,6,Left,No,24.1414,49.0,24.0,49,24,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P5.png,7,Left,No,14.0742,31.0,24.0,31,24,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P4.png,8,Left,No,12.6315,71.0,12.0,71,12,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P7.png,9,Right,Yes,16.967,134.0,18.0,67,9,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P10.png,10,Right,No,12.862,43.0,12.0,43,12,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P8.png,11,Right,Yes,15.1777,41.0,20.0,41,20,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,P3.png,12,Left,Yes,26.9276,63.0,60.0,21,20,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC3.png,13,Left,Yes,29.6483,89.0,36.0,89,36,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC2.png,14,Left,Yes,42.964,82.0,42.0,41,21,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC7.png,15,Right,Yes,11.3237,38.0,20.0,19,10,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC12.png,16,Right,No,13.567,73.0,12.0,73,12,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC11.png,17,Right,No,23.7179,19.0,24.0,19,24,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC10.png,18,Right,No,11.9772,37.0,16.0,37,16,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC9.png,19,Right,Yes,26.3724,129.0,42.0,43,14,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC1.png,20,Left,Yes,16.3438,89.0,12.0,29,4,FALSE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC8.png,21,Right,Yes,13.4086,32.0,24.0,25,21,FALSE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC4.png,22,Left,No,12.5335,49.0,16.0,49,16,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC5.png,23,Left,No,11.6564,29.0,18.0,29,18,TRUE
wpi61741038939h14e0,2025-03-03_17h11.01.208,Incongruent,IC6.png,24,Left,No,15.3216,37.0,30.0,37,30,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P3.png,1,Left,Yes,81.2365,22.0,20.0,21,20,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P7.png,2,Right,Yes,66.946,134.0,18.0,67,9,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P8.png,3,Right,Yes,36.5525,41.0,20.0,41,20,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P1.png,4,Left,Yes,21.7265,24.0,20.0,31,20,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P12.png,5,Right,No,17.4034,6.0,99.0,51,28,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P6.png,6,Left,No,37.9288,19.0,24.0,49,24,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P2.png,7,Left,Yes,49.1296,54.0,30.0,28,15,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P4.png,8,Left,No,25.2418,71.0,12.0,71,12,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P9.png,9,Right,Yes,50.5845,96.0,42.0,33,14,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P11.png,10,Right,No,28.517,12.0,9.0,23,18,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P5.png,11,Left,No,22.2473,31.0,24.0,31,24,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,P10.png,12,Right,No,28.6802,43.0,12.0,43,12,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC9.png,13,Right,Yes,93.8882,129.0,42.0,43,14,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC8.png,14,Right,Yes,59.6211,1.0,1.0,25,21,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC3.png,15,Left,Yes,81.8779,87.0,28.0,89,36,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC7.png,16,Right,Yes,22.8597,38.0,20.0,19,10,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC12.png,17,Right,No,24.7028,73.0,12.0,73,12,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC4.png,18,Left,No,22.6368,49.0,16.0,49,16,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC10.png,19,Right,No,19.9288,37.0,16.0,37,16,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC1.png,20,Left,Yes,40.9245,47.0,12.0,29,4,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC11.png,21,Right,No,31.6846,12.0,12.0,19,24,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC5.png,22,Left,No,19.847,15.0,9.0,29,18,FALSE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC6.png,23,Left,No,27.9611,37.0,30.0,37,30,TRUE
wpi61741113l62g4959,2025-03-04_14h06.24.686,Congruent,CC2.png,24,Left,Yes,15.2341,54.0,28.0,41,21,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P7.png,1,Right,Yes,81.8757,48.0,6.0,67,9,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P6.png,2,Left,No,8.479,15.0,8.0,49,24,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P1.png,3,Left,Yes,33.8822,31.0,20.0,31,20,TRUE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P11.png,4,Right,No,9.4841,5.0,6.0,23,18,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P10.png,5,Right,No,18.3657,43.0,12.0,43,12,TRUE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P3.png,6,Left,Yes,23.799,12.0,15.0,21,20,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P9.png,7,Right,Yes,8.2984000000000009,18.0,21.0,33,14,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P5.png,8,Left,No,6.3639,5.0,12.0,31,24,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P2.png,9,Left,Yes,12.1658,24.0,20.0,28,15,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P8.png,10,Right,Yes,7.8485,18.0,10.0,41,20,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P4.png,11,Left,No,15.1823,72.0,12.0,71,12,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,P12.png,12,Right,No,9.9148,15.0,14.0,51,28,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC2.png,13,Left,Yes,9.4569,18.0,14.0,41,21,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC1.png,14,Left,Yes,34.6018,88.0,12.0,29,4,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC9.png,15,Right,Yes,8.5342,12.0,21.0,43,14,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC4.png,16,Left,No,6.9,21.0,8.0,49,16,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC11.png,17,Right,No,8.9652,3.0,8.0,19,24,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC8.png,18,Right,Yes,8.4493,12.0,14.0,25,21,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC12.png,19,Right,No,5.9522,35.0,6.0,73,12,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC3.png,20,Left,Yes,11.429,40.0,18.0,89,36,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC7.png,21,Right,Yes,5.3486,24.0,20.0,19,10,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC6.png,22,Left,No,4.4312,8.0,15.0,37,30,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC5.png,23,Left,No,4.8981,5.0,6.0,29,18,FALSE
wpi617411788rg24870,2025-03-05_08h05.58.960,Incongruent,IC10.png,24,Right,No,4.9496,15.0,8.0,37,16,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P3.png,1,Left,Yes,47.7977,16.0,15.0,21,20,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P4.png,2,Left,No,42.5098,35.5,6.0,71,12,TRUE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P7.png,3,Right,Yes,20.0667,47.0,9.0,67,9,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P9.png,4,Right,Yes,23.8683,48.0,21.0,33,14,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P10.png,5,Right,No,18.9115,43.0,12.0,43,12,TRUE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P2.png,6,Left,Yes,17.0884,30.0,20.0,28,15,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P5.png,7,Left,No,11.3886,12.0,12.0,31,24,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P6.png,8,Left,No,36.2865,16.0,12.0,49,24,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P8.png,9,Right,Yes,11.4087,4.5,18.0,41,20,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P1.png,10,Left,Yes,20.1608,35.0,24.0,31,20,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P11.png,11,Right,No,16.4112,5.0,6.0,23,18,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,P12.png,12,Right,No,11.3554,30.0,14.0,51,28,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC9.png,13,Right,Yes,13.0344,17.0,18.0,43,14,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC11.png,14,Right,No,17.5504,8.0,20.0,19,24,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC2.png,15,Left,Yes,10.1674,18.0,14.0,41,21,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC1.png,16,Left,Yes,9.4226,45.0,12.0,29,4,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC4.png,17,Left,No,11.3183,28.0,24.0,49,16,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC6.png,18,Left,No,16.3363,15.0,25.0,37,30,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC10.png,19,Right,No,21.0235,15.0,16.0,37,16,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC8.png,20,Right,Yes,9.2403,12.0,14.0,25,21,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC12.png,21,Right,No,11.1085,22.5,6.0,73,12,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC7.png,22,Right,Yes,21.9537,34.0,20.0,19,10,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC3.png,23,Left,Yes,29.1362,41.0,21.0,89,36,FALSE
wpi61741191f85p4268,2025-03-05_11h43.37.664,Congruent,CC5.png,24,Left,No,13.7214,11.0,19.0,29,18,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P10.png,1,Right,No,18.9986,55.0,12.0,43,12,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P4.png,2,Left,No,22.2155,70.0,12.0,71,12,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P5.png,3,Left,No,21.5421,27.0,48.0,31,24,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P8.png,4,Right,Yes,38.0029,89.0,40.0,41,20,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P6.png,5,Left,No,48.429,48.0,24.0,49,24,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P12.png,6,Right,No,40.1031,123.0,56.0,51,28,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P11.png,7,Right,No,17.0803,19.0,18.0,23,18,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P3.png,8,Left,Yes,38.1514,59.0,60.0,21,20,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P7.png,9,Right,Yes,92.2963,479.0,54.0,67,9,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P2.png,10,Left,Yes,47.8901,104.0,60.0,28,15,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P1.png,11,Left,Yes,18.8943,31.0,20.0,31,20,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,P9.png,12,Right,Yes,38.451,71.0,42.0,33,14,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC1.png,13,Left,Yes,66.8207,87.0,12.0,29,4,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC2.png,14,Left,Yes,84.2846,84.0,42.0,41,21,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC10.png,15,Right,No,14.1946,37.0,16.0,37,16,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC6.png,16,Left,No,50.1334,37.0,30.0,37,30,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC5.png,17,Left,No,33.9611,29.0,18.0,29,18,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC8.png,18,Right,Yes,37.3722,50.0,42.0,25,21,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC9.png,19,Right,Yes,73.5486,72.0,42.0,43,14,FALSE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC11.png,20,Right,No,22.6775,19.0,24.0,19,24,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC7.png,21,Right,Yes,24.7634,38.0,20.0,19,10,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC4.png,22,Left,No,14.7832,49.0,16.0,49,16,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC12.png,23,Right,No,23.2526,73.0,12.0,73,12,TRUE
wpi617411a0613131e6,2025-03-04_11h51.47.848,Congruent,CC3.png,24,Left,Yes,22.2957,169.0,36.0,89,36,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P11.png,1,Right,No,77.749,13.0,18.0,23,18,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P7.png,2,Right,Yes,61.4268,85.0,18.0,67,9,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P8.png,3,Right,Yes,29.0392,1.0,1.0,41,20,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P1.png,4,Left,Yes,23.0146,31.0,20.0,31,20,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P3.png,5,Left,Yes,21.4359,4.0,4.0,21,20,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P5.png,6,Left,No,26.8542,31.0,24.0,31,24,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P9.png,7,Right,Yes,65.9751,33.0,14.0,33,14,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P2.png,8,Left,Yes,47.2283,34.0,15.0,28,15,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P12.png,9,Right,No,41.2469,1.0,1.0,51,28,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P4.png,10,Left,No,28.1118,71.0,12.0,71,12,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P10.png,11,Right,No,45.4834,43.0,12.0,43,12,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,P6.png,12,Left,No,28.1426,49.0,24.0,49,24,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC11.png,13,Right,No,49.0661,19.0,24.0,19,24,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC1.png,14,Left,Yes,69.9851,87.0,12.0,29,4,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC9.png,15,Right,Yes,13.838,1.0,1.0,43,14,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC7.png,16,Right,Yes,18.3581,15.0,10.0,19,10,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC12.png,17,Right,No,16.7305,1.0,1.0,73,12,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC8.png,18,Right,Yes,45.6597,24.0,21.0,25,21,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC4.png,19,Left,No,15.8378,49.0,16.0,49,16,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC5.png,20,Left,No,10.2115,1.0,1.0,29,18,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC10.png,21,Right,No,23.1454,37.0,16.0,37,16,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC6.png,22,Left,No,33.416,37.0,30.0,37,30,TRUE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC2.png,23,Left,Yes,23.9329,1.0,1.0,41,21,FALSE
wpi617412160o5u7416,2025-03-05_18h23.01.878,Congruent,CC3.png,24,Left,Yes,55.6561,1.0,1.0,89,36,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P11.png,1,Right,No,87.873,38.0,18.0,23,18,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P10.png,2,Right,No,32.607,43.0,12.0,43,12,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P3.png,3,Left,Yes,101.572,35.0,60.0,21,20,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P8.png,4,Right,Yes,39.905,82.0,40.0,41,20,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P4.png,5,Left,No,27.168,71.0,12.0,71,12,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P6.png,6,Left,No,67.58,49.0,24.0,49,24,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P12.png,7,Right,No,36.754,51.0,28.0,51,28,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P5.png,8,Left,No,30.309,31.0,24.0,31,24,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P1.png,9,Left,Yes,26.892,31.0,20.0,31,20,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P2.png,10,Left,Yes,108.475,88.0,60.0,28,15,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P7.png,11,Right,Yes,48.732,134.0,18.0,67,9,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,P9.png,12,Right,Yes,126.855,120.0,42.0,33,14,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC3.png,13,Left,Yes,74.943,89.0,32.0,89,36,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC6.png,14,Left,No,51.339,37.0,30.0,37,30,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC11.png,15,Right,No,78.108,16.0,24.0,19,24,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC8.png,16,Right,Yes,53.74,6.0,3.0,25,21,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC2.png,17,Left,Yes,24.09,6.0,5.0,41,21,FALSE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC1.png,18,Left,Yes,36.906,87.0,12.0,29,4,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC5.png,19,Left,No,45.259,29.0,18.0,29,18,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC4.png,20,Left,No,20.735,49.0,16.0,49,16,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC9.png,21,Right,Yes,78.655,129.0,42.0,43,14,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC10.png,22,Right,No,14.712,37.0,16.0,37,16,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC12.png,23,Right,No,41.833,73.0,12.0,73,12,TRUE
wpi61741l12551188a2,2025-03-04_17h16.24.626,Congruent,CC7.png,24,Right,Yes,18.24,38.0,20.0,19,10,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P3.png,1,Left,Yes,66.7574,11.0,18.0,21,20,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P12.png,2,Right,No,82.4573,25.0,21.0,51,28,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P6.png,3,Left,No,94.2544,10.0,24.0,49,24,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P10.png,4,Right,No,26.6017,34.0,30.0,43,12,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P7.png,5,Right,Yes,50.2415,27.0,16.0,67,9,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P5.png,6,Left,No,26.2516,28.0,30.0,31,24,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P2.png,7,Left,Yes,38.5062,36.0,32.0,28,15,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P4.png,8,Left,No,19.6944,12.0,21.0,71,12,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P11.png,9,Right,No,21.6194,34.0,9.0,23,18,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P1.png,10,Left,Yes,75.0577,3.0,7.0,31,20,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P8.png,11,Right,Yes,55.0461,16.0,15.0,41,20,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,P9.png,12,Right,Yes,30.863,48.0,14.0,33,14,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC7.png,13,Right,Yes,70.1154,8.0,28.0,19,10,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC5.png,14,Left,No,70.571,18.0,9.0,29,18,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC4.png,15,Left,No,188.4352,400.0,128.0,49,16,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC9.png,16,Right,Yes,46.2538,129.0,42.0,43,14,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC6.png,17,Left,No,46.7349,190.0,150.0,37,30,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC11.png,18,Right,No,69.5557,76.0,96.0,19,24,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC10.png,19,Right,No,23.7474,37.0,16.0,37,16,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC3.png,20,Left,Yes,72.9421,178.0,72.0,89,36,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC1.png,21,Left,Yes,84.3427,180.0,24.0,29,4,FALSE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC8.png,22,Right,Yes,55.9146,50.0,42.0,25,21,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC2.png,23,Left,Yes,68.237,82.0,42.0,41,21,TRUE
wpi61741q21v7504699,2025-03-05_18h49.13.367,Congruent,CC12.png,24,Right,No,127.1718,146.0,24.0,73,12,TRUE
wpi617422439lm02566,2025-03-17_16h52.40.307,Congruent,P11.png,1,Right,No,37.0924,28.0,18.0,23,18,FALSE
